Persona_Id,Tipo_Persona_Id,Sucursal_Oficial,Zona_Oficial,Territorio_Oficial,Sexo,Estdo_Civil,Pais,Provincia,Profesion,LEGALES97,LEGALES98,LEGALES998,Convenio_Desc,Dependencia_Principal_Id,Categoria_Laboral,Dependencia_Desc,Ind_Vto_Min_Dia_Acred_Haberes,Ind_Vto_Max_Dia_Acred_Haberes,Renueva_Contrato,Segmento_Convenio_Id,Segmento_Convenio_Desc,Tipo_Convenio_Segmento_Id,Grupo_Segmento,Comportamiento_Credito_Id,Ultimo_Grupo_Segmento,Preembozo_VI,Preembozo_MA,Preembozo_AM,Producto_VI,Producto_MA,Producto_AM,Paquete_VI,Paquete_MA,Paquete_AM,Grupo_Afinidad_VI,Grupo_Afinidad_MA,Grupo_Afinidad_AM,Tipo_Pago_VI,Tipo_Pago_MA,Tipo_Pago__AM,Forma_Pago_VI,Forma_Pago_MA,Forma_Pago_AM,UPG_VISA_12,UPG_AMEX_12,UPG_MASTER_12,UPG_VISA_6,UPG_AMEX_6,UPG_MASTER_6,RUBRO_DE_MAYOR_CONS_TC,RUBRO_DE_MAYOR_CONS_TC_3,RUBRO_DE_MAYOR_CONS_TC_6,RUBRO_DE_MAYOR_CONS_TC_12,Ind_Precancelacion_PPE,CANCELA_PPE,Ind_Precancelacion_PHI,CANCELA_PHI,Fecha_Vto_PPR_Id,Ind_Precancelacion_PPR,CANCELA_PPR,PATAGONIA_ANTICIPO,UTILIZA_ADELANTO_CA,RUBRO_DE_MAYOR_CONS_TD,RUBRO_DE_MAYOR_CONS_TD_3,RUBRO_DE_MAYOR_CONS_TD_6,RUBRO_DE_MAYOR_CONS_TD_12,CARTERA,EXCLUSION,SEGMENTO,SCORECARD,Situacion_BCRA_Max_6_T,MODA_SIT_1,MODA_SIT_3,MODA_SIT_6,MODA_SIT_12,tend_monto_3_signo,tend_monto_6_signo,tend_monto_12_signo,tend_Q_3_s_signo,tend_Q_6_s_signo,tend_Q_12_s_signo,TIPO_CARTERA,VINCULACION,Status
CU 0800110113749,F,100-Microcentro,Microcentro,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,SERV PENIT FED RETIRADOS Y PEN,03,01,INSTITUTO CORRECCIONAL DE MUJERES,N,N,N,-1,Sin Informar,-1,Sin Informar,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800110114675,F,205-Mar del Plata,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,5205,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,1.000000
CU 0800110116396,F,105-Tapiales,AMBA Oeste,-1.000000,M,F,ARGENTINA,BUENOS AIRES,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110118421,F,042-San Justo,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,042,,SUCURSAL SAN JUSTO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA GOLD,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,AUTOMOVIL,HOGAR_DECO,HOGAR_DECO,HOGAR_DECO,,,,,,,,1.000000,0.000000,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110119878,F,022-Flores,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,OTROS,OTROS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110120623,F,230-Ushuaia,Austral,-1.000000,F,V,ARGENTINA,TIERRA DEL FUEGO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110121057,F,104-Mataderos,AMBA Oeste,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,IND.PROFESIONAL,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110121555,F,119-Once,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,304,,AV DE MAYO 701,S,N,N,JW,Jubilados,JUBI,Público,,Público,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110123705,F,147-Cabildo,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,S,S,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,OTROS,INDUMENTARIA,INDUMENTARIA,CG,SIN PROD CRED,MA,CURRENT,,default,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110125425,F,026-Villa Luro,AMBA Oeste,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,026,,SUCURSAL VILLA LURO,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,1.000000
CU 0800110128583,F,024-P. Centenario,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,024,,PARQUE CENTENARIO,S,S,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800110128584,F,044-Villa Ballester,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,AMA DE CASA,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,044,,SUCURSAL VILLA BALLESTER,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800110130835,F,302-Vicente López,Macrocentro,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ACREDITACIONES SIN CONVENIO,,,Sin Informar,S,S,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110131161,F,103-Boedo,AMBA Sur,-1.000000,F,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110131472,F,116-Olleros,Macrocentro,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,116,,SUC BELGRANO,S,N,N,JW,Jubilados,JUBI,Público,,Público,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,I,I,I,I,I,I,INDUMENTARIA,TURISMO,TURISMO,INDUMENTARIA,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110136023,F,018-Beiro,AMBA Oeste,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,TURISMO,TURISMO,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110136567,F,116-Olleros,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,116,,SUC BELGRANO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,AUTOMOVIL,AUTOMOVIL,HOGAR_DECO,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110140193,F,263-El Bolsón,Cordillera,-1.000000,F,S,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,263,01,SUCURSAL EL BOLSON,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,NO,0.000000,NO,0.000000,,NO,0.000000,1.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110148383,F,306-Concepcion del Uruguay,Rosario,-1.000000,F,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,U,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,OTROS,OTROS,CG,OK,MA,CURRENT,,,,1,1,,,,,,,CG,CG,0.000000
CU 0800110148703,F,292-Bariloche Onelli,Cordillera,-1.000000,F,S,ARGENTINA,RIO NEGRO,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,292,,BARILOCHE ONELLI,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,D,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110149586,F,315-Barracas,AMBA Sur,-1.000000,M,D,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,U,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,CG,MOROSO,MA,NO CURRENT,,default,default,1,1,,,,,,,CG,CG,1.000000
CU 0800110149828,F,376-Dep.Bridgestone Argentina,AMBA Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,BRIDGESTONE SAIC,1,,SUC.040 - MONTE GRANDE,S,N,-1,CC,Corporate,COR,Privado,,Privado,1,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,695,5630,-1,Pago minimo,Pago total,-1,Pago minimo de caja de ahorro,Debito en caja de ahorro,-1,U,I,D,U,I,I,HOGAR_ELECTRO,HOGAR_ELECTRO,TURISMO,SUPERMERCADOS,,,,,,,,0.000000,0.000000,SUPERMERCADOS,INDUMENTARIA,OTROS,SUPERMERCADOS,PS,OK,Privado,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110150280,F,040-Monte Grande,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,040,,SUCURSAL MONTE GRANDE,S,N,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,,,1,1,,,,,,,PS,PS,0.000000
CU 0800110151473,F,309-Suc. Paso de los Libres,NEA,-1.000000,M,S,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,0,0,-1,VISA PLATINUM,MASTERCARD PLATINUM,-1,No Aplica,No Aplica,-1,1993,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,0.000000,0.000000,SUPERMERCADOS,HOGAR_DECO,HOGAR_DECO,HOGAR_DECO,CG,OK,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800110152044,F,351-M del Plata-Luro,Buenos Aires Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,5205,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110152974,F,221-La Rioja,NOA,-1.000000,F,S,ARGENTINA,LA RIOJA,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,2603,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,INDUMENTARIA,INDUMENTARIA,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,NO CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110159335,F,205-Mar del Plata,Buenos Aires Sur,-1.000000,F,D,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,5205,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110162885,F,131-Quilmes,AMBA Sur,-1.000000,M,C,ARGENTINA,BUENOS AIRES,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,-1,0,-1,-1,AMEX CLASSIC,-1,-1,No Aplica,  -1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de cuenta corriente,I,U,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,OTROS,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,OTROS,SUPERMERCADOS,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110163076,F,144-Martinez,Panamericana,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,6687,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,INDUMENTARIA,INDUMENTARIA,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110167758,F,288-Puerto Madryn,Austral,-1.000000,F,S,ARGENTINA,CHUBUT,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,288,,PUERTO MADRYN,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,U,I,I,U,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,SUPERMERCADOS,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,SIN UTILIZACION,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800110175928,F,046-Avellaneda,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,046,,AVELLANEDA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,1.000000,,,,,PS,OK,Publico,CURRENT,,,,1,1,,,,,,,PS,PS,1.000000
CU 0800110176511,F,131-Quilmes,AMBA Sur,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,131,01,SUCURSAL QUILMES CENTRO,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN UTILIZACION,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110177635,F,315-Barracas,AMBA Sur,-1.000000,F,V,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,128,,SUCURSAL MORON,N,N,N,JW,Jubilados,JUBI,Público,,Público,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110182858,F,302-Vicente López,Macrocentro,-1.000000,F,V,ARGENTINA,BUENOS AIRES,AMA DE CASA,0.000000,0.000000,0.000000,PASIVOS PNA,969000-OLIV,01,SUBPREFECTURA OLIVOS,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110183605,F,048-Lomas de Zamora,AMBA Sur,-1.000000,F,V,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,048,,LOMAS DE ZAMORA,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,0,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,I,U,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,1.000000,HOGAR_ELECTRO,HOGAR_ELECTRO,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110188396,F,080-Rosario,Rosario,-1.000000,F,S,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,950000-ROSA,AT,ROSARIO- STA FE- PREFECTURA,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,INDUMENTARIA,SUPERMERCADOS,SUPERMERCADOS,PS,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800110195625,F,146-Clinicas,Macrocentro,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110196995,F,303-Cipolletti Esmeralda,Alto Valle,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,303,,CIPOLLETTI ESMERALDA,S,S,N,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800110201626,F,040-Monte Grande,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,JUBIL./PENS.,0.000000,0.000000,0.000000,ANSES PAGO JUBILACIONES,040,,SUCURSAL MONTE GRANDE,S,N,N,JW,Jubilados,JUBI,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5892,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,D,I,I,D,SUPERMERCADOS,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,1.000000,0.000000,,,,,PS,OK,Publico,NO CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800110207420,F,060-Mendoza,Cuyo,-1.000000,F,C,ARGENTINA,MENDOZA,OTROS,0.000000,0.000000,0.000000,UNIVERSIDAD NACIONAL DE CUYO,03,ADJ2,FACULTAD DE CIENCIAS ECONOMICAS,S,N,-1,UW,Universidades,UNI,Público,,Público,0,1,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,5084,7531,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,TURISMO,TURISMO,TURISMO,HOGAR_ELECTRO,,,,,,,,1.000000,0.000000,INDUMENTARIA,INDUMENTARIA,OTROS,OTROS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
