Sucursal_Oficial,Sueldo_Normalizado
"381-Jose C. Paz",1
"224-Catamarca",36525
"203-Santa Fe",25784
"378-Junin",45750
"373-Gualeguaychu",24822
"381-Jose C. Paz",34777
"010-Casa Central",14756
"312-Avenida Callao",60389
"305-Corrientes 3 de Abril",26983
"205-Mar del Plata",38791
"338-Gral. Pico",39628
"208-Resistencia",8737
"250-Viedma",9185
"112-Alvarez Jonte",9553
"217-Cdoro Rivadavia",15500
"370-Laferrere",6124
"205-Mar del Plata",20491
"315-Barracas",22397
"263-El Bolsón",11184
"057-Pilar",9000
"362-RAWSON",41318
"070-Cordoba",42405
"070-Cordoba",4254
"256-Cinco Saltos",40881
"329-Panamericana",21716
"080-Rosario",7702
"252-S. Antonio Oeste",21397
"305-Corrientes 3 de Abril",8372
"236-Liniers",23132
"250-Viedma",14040
"043-Tigre",8295
"263-El Bolsón",22667
"131-Quilmes",27122
"160-Lavalle",54122
"286-Villa Mercedes",42978
"286-Villa Mercedes",101705
"286-Villa Mercedes",30000
"286-Villa Mercedes",43782
"043-Tigre",25359
"267-Puerto Deseado",18276
"022-Flores",30700
"229-Trelew",27476
"306-Concepcion del Uruguay",34444
"311-Almagro",16103
"306-Concepcion del Uruguay",23630
"306-Concepcion del Uruguay",29759
"001-Areas Centrales",25419
"306-Concepcion del Uruguay",16288
"306-Concepcion del Uruguay",12261
"147-Cabildo",12699
"370-Laferrere",21461
"018-Beiro",20537
"306-Concepcion del Uruguay",31321
"286-Villa Mercedes",31969
"030-Libertador",106414
"053-Bahia Blanca",10868
"253-Villa Regina",29444
"701-ALTA RENTA PERON",61126
"362-RAWSON",8268
"306-Concepcion del Uruguay",28559
"306-Concepcion del Uruguay",26014
"163-Zarate",25170
"234-Lanus Este",9046
"224-Catamarca",14447
"160-Lavalle",60819
"317-Calle Tucuman",9830
"361-Carmen de Patagones",10262
"112-Alvarez Jonte",14140
"022-Flores",8000
"044-Villa Ballester",23791
"220-Gral. Roca",13677
"340-Venado Tuerto",29927
"046-Avellaneda",11374
"339-Tortuguitas",33746
"309-Suc. Paso de los Libres",4114
"043-Tigre",57502
"029-Villa Urquiza",32428
"302-Vicente López",6305
"250-Viedma",13095
"060-Mendoza",17336
"308-Suc. La Plata - Calle 44",89194
"340-Venado Tuerto",22153
"317-Calle Tucuman",26280
"227-Jujuy",21814
"234-Lanus Este",26459
"286-Villa Mercedes",61352
"252-S. Antonio Oeste",8074
"306-Concepcion del Uruguay",19435
"301-Neuquen Sur",11170
"030-Libertador",40361
"146-Clinicas",32707
"316-Belgrano",16358
"022-Flores",14921
"143-San Miguel",9303
"200-Congreso",79385
"286-Villa Mercedes",27455
"147-Cabildo",4419
"210-San Juan",37476
"100-Microcentro",7365
"280-Rio Cuarto",9670
"115-Paseo Colon",28165
"340-Venado Tuerto",34696
"023-Irigoyen",61254
"208-Resistencia",36832
"131-Quilmes",19395
"290-Mar del Plata Pu",28037
"053-Bahia Blanca",7971
"133-Av.Entre Rios",24690
"070-Cordoba",24138
"373-Gualeguaychu",21507
"024-P. Centenario",9458
"117-Malabia",17943
"290-Mar del Plata Pu",66567
"205-Mar del Plata",17835
"044-Villa Ballester",16982
"018-Beiro",15964
"378-Junin",25371
"119-Once",16779
"024-P. Centenario",19998
"029-Villa Urquiza",21412
"326-San Isidro",6297
"303-Cipolletti Esmeralda",3422
"286-Villa Mercedes",43274
"147-Cabildo",12296
"326-San Isidro",36134
"205-Mar del Plata",6293
"251-Cipolletti",4888
"250-Viedma",81297
"253-Villa Regina",15266
"223-Rio Gallegos",47548
"376-Dep.Bridgestone Argentina",37029
"250-Viedma",15907
"163-Zarate",25223
"376-Dep.Bridgestone Argentina",39430
"030-Libertador",16474
"255-Bariloche",13790
"315-Barracas",36330
"103-Boedo",23539
"045-San Nicolas",30172
"220-Gral. Roca",13514
"315-Barracas",24886
"236-Liniers",10896
"324-Calle Florida",62255
"286-Villa Mercedes",33676
"286-Villa Mercedes",33944
"255-Bariloche",8127
"080-Rosario",19923
"147-Cabildo",16471
"043-Tigre",7115
"306-Concepcion del Uruguay",32936
"080-Rosario",31314
"306-Concepcion del Uruguay",10986
"070-Cordoba",22938
"029-Villa Urquiza",33953
"349-Olavarria",15171
"296-Rosario Sur",89545
"060-Mendoza",20331
"292-Bariloche Onelli",17861
"214-Posadas",6495
"010-Casa Central",7408
"323-Barrio Norte",69267
"203-Santa Fe",27397
"029-Villa Urquiza",16090
"101-Caballito",17902
"339-Tortuguitas",24823
"010-Casa Central",6348
"128-Moron",31840
"216-Salta",27033
"218-Corrientes",15544
"147-Cabildo",17710
"070-Cordoba",42912
"323-Barrio Norte",144963
"207-Parana",18911
"024-P. Centenario",20589
"250-Viedma",19418
"043-Tigre",8229
"304-Avenida de Mayo",10343
"070-Cordoba",59769
"256-Cinco Saltos",14951
"334-San Rafael",27804
"210-San Juan",33514
"324-Calle Florida",32056
"343-Luján",43638
"343-Luján",35999
"286-Villa Mercedes",27918
"286-Villa Mercedes",52684
"286-Villa Mercedes",45133
"225-San Luis",43089
"046-Avellaneda",25173
"316-Belgrano",110811
"041-Munro",23601
"106-Botanico",48135
"046-Avellaneda",18444
"131-Quilmes",8250
"306-Concepcion del Uruguay",20688
"360-Orono",20372
"010-Casa Central",18056
"252-S. Antonio Oeste",14325
"299-Viedma Centro",21673
"080-Rosario",40445
"060-Mendoza",35621
"223-Rio Gallegos",19147
"134-Av.Emilio Castro",9092
"210-San Juan",56139
"228-Santa Rosa",23570
"218-Corrientes",22519
"267-Puerto Deseado",41262
"217-Cdoro Rivadavia",18334
"258-Río Colorado",32860
"116-Olleros",64686
"143-San Miguel",16009
"373-Gualeguaychu",44179
"263-El Bolsón",10165
"119-Once",21840
"255-Bariloche",4562
"292-Bariloche Onelli",13872
"329-Panamericana",26494
"315-Barracas",28786
"265-Allen",12775
"381-Jose C. Paz",9342
"160-Lavalle",28582
"010-Casa Central",19250
"010-Casa Central",20169
"112-Alvarez Jonte",76983
"022-Flores",20401
"200-Congreso",24766
"297-Comodoro Industrial",21277
"227-Jujuy",24070
"223-Rio Gallegos",28239
"216-Salta",26517
"041-Munro",22266
"200-Congreso",24955
"133-Av.Entre Rios",31420
"070-Cordoba",6394
"365-San Francisco",41360
"323-Barrio Norte",27189
"043-Tigre",15322
"305-Corrientes 3 de Abril",8982
"253-Villa Regina",12922
"070-Cordoba",26464
"057-Pilar",17467
"261-Ing. Jacobacci",17100
"280-Rio Cuarto",13958
"308-Suc. La Plata - Calle 44",15129
"046-Avellaneda",18511
"337-Tribunales",17246
"230-Ushuaia",23795
"042-San Justo",28559
"348-Caseros",4067
"101-Caballito",3096
"119-Once",53676
"339-Tortuguitas",12707
"309-Suc. Paso de los Libres",5982
"360-Orono",16590
"100-Microcentro",39962
"133-Av.Entre Rios",46838
"311-Almagro",23802
"128-Moron",12117
"376-Dep.Bridgestone Argentina",29017
"100-Microcentro",22802
"306-Concepcion del Uruguay",17922
"286-Villa Mercedes",34495
"133-Av.Entre Rios",13975
"128-Moron",21542
"282-Av. Fuerza Aerea",21732
"010-Casa Central",16214
"105-Tapiales",25937
"010-Casa Central",26682
"147-Cabildo",9692
"230-Ushuaia",29516
"119-Once",27505
"205-Mar del Plata",27574
"070-Cordoba",16392
"160-Lavalle",43106
"046-Avellaneda",31419
"160-Lavalle",19804
"022-Flores",17830
"208-Resistencia",11747
"041-Munro",7245
"220-Gral. Roca",55759
"378-Junin",34463
"220-Gral. Roca",10873
"329-Panamericana",21135
"020-Abasto",15148
"146-Clinicas",4718
"305-Corrientes 3 de Abril",14830
"017-Palermo",36313
"010-Casa Central",8692
"147-Cabildo",9498
"251-Cipolletti",19722
"051-Escobar",41228
"315-Barracas",94690
"311-Almagro",8571
"224-Catamarca",9775
"223-Rio Gallegos",21167
"383-Alto Bariloche",36892
"316-Belgrano",16557
"306-Concepcion del Uruguay",19258
"284-Sgo del Estero",15767
"378-Junin",37404
"223-Rio Gallegos",14789
"251-Cipolletti",26312
"265-Allen",23484
"265-Allen",13763
"080-Rosario",7800
"376-Dep.Bridgestone Argentina",35339
"212-Neuquen",34006
"070-Cordoba",32586
"306-Concepcion del Uruguay",12089
"326-San Isidro",6241
"306-Concepcion del Uruguay",20431
"100-Microcentro",16100
"100-Microcentro",18394
"203-Santa Fe",21450
"316-Belgrano",15557
"043-Tigre",48609
"042-San Justo",27842
"297-Comodoro Industrial",9713
"290-Mar del Plata Pu",32961
"128-Moron",32773
"203-Santa Fe",8433
"218-Corrientes",6901
"369-Pilar Industrial",5739
"146-Clinicas",4863
"218-Corrientes",27702
"329-Panamericana",37063
"070-Cordoba",36568
"070-Cordoba",26577
"045-San Nicolas",35337
"298-Ezeiza",13000
"042-San Justo",46833
"351-M del Plata-Luro",17219
"205-Mar del Plata",19270
"205-Mar del Plata",6508
"210-San Juan",16227
"294-Sierra Grande",6060
"043-Tigre",32168
"337-Tribunales",25622
"046-Avellaneda",7020
"027-Av. San Juan",21376
"208-Resistencia",24473
"311-Almagro",23387
"251-Cipolletti",19304
"010-Casa Central",6784
"147-Cabildo",14817
"306-Concepcion del Uruguay",30362
"302-Vicente López",15451
"070-Cordoba",52823
"291-Godoy Cruz",130082
"048-Lomas de Zamora",23418
"220-Gral. Roca",4229
"131-Quilmes",10862
"296-Rosario Sur",18370
"296-Rosario Sur",16896
"234-Lanus Este",21084
"144-Martinez",16163
"010-Casa Central",30636
"042-San Justo",27757
"374-NECOCHEA",7478
"349-Olavarria",30752
"100-Microcentro",9133
"207-Parana",9153
"255-Bariloche",34150
"255-Bariloche",12214
"212-Neuquen",27573
"263-El Bolsón",26624
"264-Choele Choel",25693
"306-Concepcion del Uruguay",22075
"203-Santa Fe",25968
"040-Monte Grande",28931
"070-Cordoba",1405
"290-Mar del Plata Pu",33663
"345-Adrogue",24701
"045-San Nicolas",28392
"365-San Francisco",16666
"230-Ushuaia",13527
"286-Villa Mercedes",9734
"220-Gral. Roca",25379
"225-San Luis",15399
"060-Mendoza",29124
"146-Clinicas",19334
"267-Puerto Deseado",42826
"329-Panamericana",16132
"250-Viedma",2925
"337-Tribunales",22907
"070-Cordoba",22328
"355-C. de las Rosas",15618
"070-Cordoba",36170
"299-Viedma Centro",31465
"341-Villa María",14219
"143-San Miguel",1816
"351-M del Plata-Luro",9731
"212-Neuquen",25913
"230-Ushuaia",22297
"303-Cipolletti Esmeralda",37925
"251-Cipolletti",7842
"329-Panamericana",10416
"119-Once",24226
"163-Zarate",16340
"046-Avellaneda",11137
"264-Choele Choel",29599
"208-Resistencia",8599
"115-Paseo Colon",19656
"046-Avellaneda",12566
"010-Casa Central",23869
"311-Almagro",5592
"042-San Justo",21688
"024-P. Centenario",4562
"070-Cordoba",14332
"265-Allen",34502
"265-Allen",21794
"265-Allen",20208
"252-S. Antonio Oeste",26194
"045-San Nicolas",46622
"221-La Rioja",12861
"263-El Bolsón",37894
"378-Junin",9992
"160-Lavalle",65110
"208-Resistencia",21851
"046-Avellaneda",19263
"216-Salta",175609
"230-Ushuaia",22606
"205-Mar del Plata",51235
"220-Gral. Roca",15062
"228-Santa Rosa",20066
"220-Gral. Roca",16778
"200-Congreso",54258
"046-Avellaneda",40106
"329-Panamericana",15011
"010-Casa Central",13217
"020-Abasto",12075
"300-Mendoza Barrio Civico",49693
"286-Villa Mercedes",27308
"100-Microcentro",8029
"133-Av.Entre Rios",21584
"355-C. de las Rosas",99777
"376-Dep.Bridgestone Argentina",33305
"147-Cabildo",11739
"070-Cordoba",99958
"049-Dardo Rocha",26101
"326-San Isidro",34049
"255-Bariloche",19241
"010-Casa Central",3569
"701-ALTA RENTA PERON",130123
"311-Almagro",3293
"250-Viedma",29989
"010-Casa Central",4649
"282-Av. Fuerza Aerea",21585
"285-Formosa",8130
"010-Casa Central",30995
"374-NECOCHEA",24043
"070-Cordoba",6202
"210-San Juan",27750
"362-RAWSON",23542
"250-Viedma",4450
"303-Cipolletti Esmeralda",10815
"250-Viedma",19857
"264-Choele Choel",6468
"046-Avellaneda",4857
"142-Lanus Oeste",7295
"288-Puerto Madryn",16135
"297-Comodoro Industrial",17829
"255-Bariloche",14972
"311-Almagro",37395
"357-Tres Arroyos",19795
"043-Tigre",1535
"257-Catriel",40955
"046-Avellaneda",23554
"040-Monte Grande",14606
"298-Ezeiza",21738
"101-Caballito",15266
"220-Gral. Roca",24339
"042-San Justo",95514
"296-Rosario Sur",27571
"101-Caballito",16931
"329-Panamericana",15558
"251-Cipolletti",9449
"251-Cipolletti",24975
"217-Cdoro Rivadavia",36562
"311-Almagro",21983
"250-Viedma",5918
"133-Av.Entre Rios",19155
"236-Liniers",15483
"211-Tucuman",25839
"223-Rio Gallegos",64737
"251-Cipolletti",1828
"350-Concepcion de Tucuman",14125
"302-Vicente López",13859
"133-Av.Entre Rios",15717
"383-Alto Bariloche",8683
"147-Cabildo",23947
"251-Cipolletti",37037
"044-Villa Ballester",16067
"070-Cordoba",22157
"133-Av.Entre Rios",9350
"211-Tucuman",98661
"080-Rosario",14285
"251-Cipolletti",25986
"056-Pueyrredon",13528
"051-Escobar",32706
"043-Tigre",50068
"041-Munro",19832
"324-Calle Florida",35027
"001-Areas Centrales",7762
"070-Cordoba",7006
"370-Laferrere",30118
"010-Casa Central",35131
"053-Bahia Blanca",8846
"116-Olleros",19311
"029-Villa Urquiza",16432
"205-Mar del Plata",17356
"206-La Plata",22411
"100-Microcentro",13682
"281-Rio Grande",28853
"010-Casa Central",8970
"317-Calle Tucuman",23390
"024-P. Centenario",16406
"057-Pilar",15241
"105-Tapiales",36132
"143-San Miguel",23469
"128-Moron",48550
"259-General Conesa",38943
"101-Caballito",23000
"312-Avenida Callao",26252
"256-Cinco Saltos",19737
"070-Cordoba",6015
"147-Cabildo",4174
"264-Choele Choel",21668
"263-El Bolsón",28045
"147-Cabildo",16914
"223-Rio Gallegos",28257
"147-Cabildo",9419
"023-Irigoyen",28819
"070-Cordoba",15957
"160-Lavalle",20297
"263-El Bolsón",4422
"255-Bariloche",5134
"104-Mataderos",30750
"107-Villa Devoto",26267
"017-Palermo",9934
"311-Almagro",15187
"351-M del Plata-Luro",19500
"010-Casa Central",5455
"236-Liniers",16707
"234-Lanus Este",21035
"080-Rosario",28052
"105-Tapiales",34817
"223-Rio Gallegos",20188
"128-Moron",29523
"263-El Bolsón",22422
"370-Laferrere",5884
"107-Villa Devoto",29101
"377-Chacarita",12593
"133-Av.Entre Rios",19523
"225-San Luis",15954
"250-Viedma",9934
"295-Moreno",38710
"107-Villa Devoto",14581
"208-Resistencia",5868
"100-Microcentro",38740
"160-Lavalle",37282
"376-Dep.Bridgestone Argentina",111073
"255-Bariloche",42491
"203-Santa Fe",9927
"272-Caleta Olivia",47904
"288-Puerto Madryn",22922
"106-Botanico",23818
"103-Boedo",12156
"295-Moreno",35379
"306-Concepcion del Uruguay",16478
"100-Microcentro",8300
"315-Barracas",19048
"312-Avenida Callao",24157
"020-Abasto",9305
"210-San Juan",39323
"220-Gral. Roca",17762
"264-Choele Choel",13421
"329-Panamericana",15801
"329-Panamericana",17940
"255-Bariloche",15238
"049-Dardo Rocha",17171
"251-Cipolletti",1684
"205-Mar del Plata",27726
"358-Puerto Madero",14008
"362-RAWSON",193718
"200-Congreso",27500
"020-Abasto",28419
"051-Escobar",5872
"300-Mendoza Barrio Civico",24391
"223-Rio Gallegos",23437
"229-Trelew",12208
"261-Ing. Jacobacci",19616
"361-Carmen de Patagones",41674
"160-Lavalle",26987
"133-Av.Entre Rios",17516
"221-La Rioja",17155
"360-Orono",10766
"070-Cordoba",10151
"295-Moreno",31090
"023-Irigoyen",34059
"296-Rosario Sur",21458
"017-Palermo",14921
"379-San Lorenzo",22923
"070-Cordoba",6888
"250-Viedma",13358
"312-Avenida Callao",26000
"163-Zarate",9968
"057-Pilar",6250
"117-Malabia",18641
"210-San Juan",15604
"283-Tandil",28444
"316-Belgrano",20606
"255-Bariloche",4057
"315-Barracas",18354
"307-Ferreyra",21583
"301-Neuquen Sur",45572
"290-Mar del Plata Pu",28259
"335-Cerrito",26439
"211-Tucuman",28632
"376-Dep.Bridgestone Argentina",36324
"040-Monte Grande",40400
"030-Libertador",25189
"252-S. Antonio Oeste",12719
"312-Avenida Callao",27145
"302-Vicente López",19905
"305-Corrientes 3 de Abril",19443
"315-Barracas",20480
"376-Dep.Bridgestone Argentina",25308
"022-Flores",18387
"022-Flores",27395
"214-Posadas",11522
"293-Calafate",24316
"303-Cipolletti Esmeralda",19345
"336-Luján de Cuyo",11206
"220-Gral. Roca",13163
"115-Paseo Colon",13660
"107-Villa Devoto",11344
"297-Comodoro Industrial",31201
"057-Pilar",20631
"049-Dardo Rocha",48488
"309-Suc. Paso de los Libres",28041
"049-Dardo Rocha",19088
"223-Rio Gallegos",9411
"250-Viedma",10823
"299-Viedma Centro",5748
"223-Rio Gallegos",28921
"377-Chacarita",22769
"131-Quilmes",6385
"335-Cerrito",16845
"383-Alto Bariloche",40003
"216-Salta",20904
"060-Mendoza",31887
"200-Congreso",34614
"022-Flores",15337
"343-Luján",42259
"345-Adrogue",17220
"282-Av. Fuerza Aerea",8966
"147-Cabildo",13071
"377-Chacarita",19003
"302-Vicente López",15315
"043-Tigre",71074
"312-Avenida Callao",64892
"253-Villa Regina",30012
"049-Dardo Rocha",19576
"047-Haedo",23671
"236-Liniers",6859
"104-Mataderos",31490
"229-Trelew",21004
"206-La Plata",12977
"261-Ing. Jacobacci",7328
"207-Parana",5630
"274-SM.de los Andes",19119
"060-Mendoza",24699
"212-Neuquen",37206
"302-Vicente López",18100
"360-Orono",23978
"027-Av. San Juan",22241
"001-Areas Centrales",14660
"250-Viedma",2283
"360-Orono",1366
"324-Calle Florida",39679
"221-La Rioja",11579
"258-Río Colorado",998
"070-Cordoba",12889
"208-Resistencia",21730
"300-Mendoza Barrio Civico",29980
"295-Moreno",19236
"018-Beiro",22615
"228-Santa Rosa",18489
"312-Avenida Callao",58380
"024-P. Centenario",1257
"258-Río Colorado",3250
"297-Comodoro Industrial",55257
"253-Villa Regina",18370
"217-Cdoro Rivadavia",46833
"302-Vicente López",14834
"223-Rio Gallegos",9279
"333-Ramos Mejia",19154
"212-Neuquen",35325
"303-Cipolletti Esmeralda",36167
"024-P. Centenario",24597
"070-Cordoba",25546
"251-Cipolletti",27079
"217-Cdoro Rivadavia",52966
"022-Flores",24963
"010-Casa Central",28657
"311-Almagro",26690
"220-Gral. Roca",13790
"302-Vicente López",14484
"250-Viedma",19897
"377-Chacarita",19464
"358-Puerto Madero",27549
"282-Av. Fuerza Aerea",10403
"358-Puerto Madero",10341
"324-Calle Florida",25381
"264-Choele Choel",13245
"229-Trelew",20813
"305-Corrientes 3 de Abril",16088
"134-Av.Emilio Castro",16166
"144-Martinez",26363
"220-Gral. Roca",10000
"100-Microcentro",23617
"053-Bahia Blanca",20897
"285-Formosa",18360
"292-Bariloche Onelli",30307
"290-Mar del Plata Pu",20096
"223-Rio Gallegos",17285
"316-Belgrano",16556
"128-Moron",6551
"143-San Miguel",19467
"207-Parana",33507
"022-Flores",15077
"312-Avenida Callao",20284
"317-Calle Tucuman",10308
"339-Tortuguitas",34925
"228-Santa Rosa",10181
"116-Olleros",55740
"377-Chacarita",17338
"344-Berazategui",1367
"100-Microcentro",37772
"292-Bariloche Onelli",17321
"370-Laferrere",22458
"383-Alto Bariloche",21683
"343-Luján",31542
"205-Mar del Plata",22032
"103-Boedo",12819
"119-Once",4573
"258-Río Colorado",45636
"030-Libertador",32815
"220-Gral. Roca",16636
"116-Olleros",8944
"133-Av.Entre Rios",21034
"287-Punta Alta",4053
"275-Esquel",22446
"207-Parana",21877
"255-Bariloche",273
"267-Puerto Deseado",4524
"312-Avenida Callao",22931
"251-Cipolletti",8993
"263-El Bolsón",17062
"261-Ing. Jacobacci",5775
"220-Gral. Roca",18346
"053-Bahia Blanca",12063
